
--- [START 2018-08-24_02-09-29] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
	pretrain_file = /root/share/project/kaggle/tgs/results/unet-5-scale/fold3/initial/00100000_model.pth

--- [START 2018-08-24_02-09-57] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
<class 'model.SaltNet'>

** start training here! **
 rate    iter   epoch   | valid_loss               | train_loss               | batch_loss               |  time          
0.0100   40.4   359.1  |  0.072  0.936  (0.769) |  0.009  0.989  |  0.011  0.980  |  3 hr 12 min 
0.0100   40.5   360.0  |  0.076  0.944  (0.792) |  0.007  0.992  |  0.005  0.992  |  3 hr 12 min 
0.0100   40.6   360.9  |  0.079  0.948  (0.795) |  0.005  0.992  |  0.006  0.991  |  3 hr 13 min 
0.0100   40.7   361.8  |  0.071  0.948  (0.781) |  0.006  0.992  |  0.005  0.994  |  3 hr 13 min 
0.0100   40.8   362.7  |  0.079  0.945  (0.787) |  0.012  0.988  |  0.023  0.981  |  3 hr 14 min 
0.0100   40.9   363.6  |  0.058  0.949  (0.778) |  0.004  0.993  |  0.004  0.995  |  3 hr 14 min 
0.0100   41.0   364.4  |  0.063  0.952  (0.798) |  0.005  0.992  |  0.004  0.993  |  3 hr 15 min 
0.0100   41.1   365.3  |  0.060  0.954  (0.776) |  0.007  0.991  |  0.006  0.992  |  3 hr 15 min 
0.0100   41.2   366.2  |  0.064  0.946  (0.786) |  0.006  0.992  |  0.005  0.993  |  3 hr 16 min 
0.0100   41.3   367.1  |  0.054  0.954  (0.792) |  0.007  0.990  |  0.003  0.996  |  3 hr 16 min 
0.0100   41.4   368.0  |  0.060  0.948  (0.785) |  0.005  0.992  |  0.004  0.993  |  3 hr 16 min 
0.0100   41.5   368.9  |  0.049  0.952  (0.772) |  0.005  0.993  |  0.053  0.930  |  3 hr 17 min 
0.0100   41.6   369.8  |  0.063  0.942  (0.757) |  0.009  0.988  |  0.008  0.988  |  3 hr 17 min 
0.0100   41.7   370.7  |  0.054  0.952  (0.775) |  0.007  0.990  |  0.006  0.991  |  3 hr 18 min 
0.0100   41.8   371.6  |  0.055  0.944  (0.765) |  0.009  0.986  |  0.011  0.984  |  3 hr 18 min 
0.0100   41.9   372.4  |  0.060  0.950  (0.789) |  0.007  0.990  |  0.007  0.991  |  3 hr 19 min 
0.0100   42.0   373.3  |  0.062  0.949  (0.780) |  0.007  0.990  |  0.004  0.994  |  3 hr 19 min 
0.0100   42.1   374.2  |  0.059  0.951  (0.789) |  0.005  0.992  |  0.005  0.992  |  3 hr 20 min 
0.0100   42.2   375.1  |  0.061  0.953  (0.790) |  0.005  0.992  |  0.005  0.992  |  3 hr 20 min 
0.0100   42.3   376.0  |  0.046  0.948  (0.776) |  0.012  0.984  |  0.007  0.994  |  3 hr 21 min 
0.0100   42.4   376.9  |  0.061  0.949  (0.798) |  0.005  0.993  |  0.005  0.992  |  3 hr 21 min 
0.0100   42.5   377.8  |  0.055  0.950  (0.794) |  0.004  0.994  |  0.004  0.994  |  3 hr 22 min 
0.0100   42.6   378.7  |  0.057  0.954  (0.794) |  0.008  0.990  |  0.005  0.993  |  3 hr 22 min 
0.0100   42.7   379.6  |  0.064  0.948  (0.792) |  0.008  0.987  |  0.009  0.987  |  3 hr 23 min 
0.0100   42.8   380.4  |  0.063  0.949  (0.790) |  0.005  0.992  |  0.004  0.994  |  3 hr 23 min 
0.0100   42.9   381.3  |  0.066  0.948  (0.784) |  0.005  0.993  |  0.010  0.984  |  3 hr 24 min 
0.0100   43.0   382.2  |  0.075  0.952  (0.802) |  0.005  0.993  |  0.007  0.990  |  3 hr 24 min 
0.0100   43.1   383.1  |  0.084  0.948  (0.790) |  0.005  0.993  |  0.003  0.995  |  3 hr 25 min 
0.0100   43.2   384.0  |  0.071  0.940  (0.772) |  0.006  0.991  |  0.008  0.984  |  3 hr 25 min 
0.0100   43.3   384.9  |  0.055  0.953  (0.800) |  0.010  0.988  |  0.014  0.977  |  3 hr 25 min 
0.0100   43.4   385.8  |  0.062  0.952  (0.803) |  0.005  0.992  |  0.006  0.991  |  3 hr 26 min 
0.0100   43.5   386.7  |  0.070  0.949  (0.778) |  0.006  0.991  |  0.006  0.993  |  3 hr 26 min 
0.0100   43.6   387.6  |  0.054  0.948  (0.775) |  0.010  0.988  |  0.006  0.992  |  3 hr 27 min 
0.0100   43.7   388.4  |  0.057  0.948  (0.791) |  0.010  0.988  |  0.006  0.991  |  3 hr 27 min 
0.0100   43.8   389.3  |  0.053  0.953  (0.771) |  0.011  0.987  |  0.004  0.994  |  3 hr 28 min 
0.0100   43.9   390.2  |  0.066  0.951  (0.797) |  0.006  0.991  |  0.006  0.991  |  3 hr 28 min 
0.0100   44.0   391.1  |  0.060  0.949  (0.787) |  0.007  0.990  |  0.006  0.992  |  3 hr 29 min 
0.0100   44.1   392.0  |  0.058  0.952  (0.795) |  0.005  0.992  |  0.005  0.992  |  3 hr 29 min 
0.0100   44.2   392.9  |  0.065  0.948  (0.780) |  0.010  0.988  |  0.006  0.994  |  3 hr 30 min 
0.0100   44.3   393.8  |  0.057  0.948  (0.787) |  0.006  0.991  |  0.007  0.989  |  3 hr 30 min 
0.0100   44.4   394.7  |  0.067  0.947  (0.792) |  0.005  0.992  |  0.006  0.991  |  3 hr 31 min 
0.0100   44.5   395.6  |  0.067  0.947  (0.790) |  0.009  0.990  |  0.003  0.995  |  3 hr 31 min 
0.0100   44.6   396.4  |  0.066  0.950  (0.784) |  0.006  0.993  |  0.004  0.994  |  3 hr 32 min 
0.0100   44.7   397.3  |  0.065  0.951  (0.774) |  0.008  0.988  |  0.007  0.988  |  3 hr 32 min 
0.0100   44.8   398.2  |  0.069  0.949  (0.790) |  0.006  0.992  |  0.022  0.963  |  3 hr 33 min 
0.0100   44.9   399.1  |  0.076  0.950  (0.784) |  0.007  0.989  |  0.009  0.990  |  3 hr 33 min 
0.0100   45.0   400.0  |  0.067  0.929  (0.709) |  0.008  0.989  |  0.012  0.984  |  3 hr 34 min 
0.0100   45.1   400.9  |  0.068  0.944  (0.779) |  0.008  0.988  |  0.011  0.985  |  3 hr 34 min 
0.0100   45.2   401.8  |  0.071  0.950  (0.776) |  0.005  0.992  |  0.004  0.994  |  3 hr 35 min 
0.0100   45.3   402.7  |  0.052  0.954  (0.782) |  0.007  0.990  |  0.005  0.993  |  3 hr 35 min 
0.0100   45.4   403.6  |  0.062  0.954  (0.794) |  0.005  0.992  |  0.005  0.993  |  3 hr 35 min 
0.0100   45.5   404.4  |  0.060  0.953  (0.766) |  0.008  0.985  |  0.006  0.991  |  3 hr 36 min 
0.0100   45.6   405.3  |  0.073  0.947  (0.782) |  0.006  0.991  |  0.006  0.990  |  3 hr 36 min 
0.0100   45.7   406.2  |  0.067  0.945  (0.729) |  0.008  0.989  |  0.005  0.993  |  3 hr 37 min 
0.0100   45.8   407.1  |  0.075  0.946  (0.788) |  0.005  0.992  |  0.005  0.994  |  3 hr 37 min 
0.0100   45.9   408.0  |  0.079  0.947  (0.786) |  0.006  0.991  |  0.004  0.995  |  3 hr 38 min 
0.0100   46.0   408.9  |  0.068  0.952  (0.779) |  0.005  0.993  |  0.005  0.992  |  3 hr 38 min 
0.0100   46.1   409.8  |  0.057  0.956  (0.793) |  0.007  0.990  |  0.006  0.991  |  3 hr 39 min 
0.0100   46.2   410.7  |  0.069  0.952  (0.794) |  0.006  0.990  |  0.005  0.993  |  3 hr 39 min 
0.0100   46.3   411.6  |  0.073  0.950  (0.772) |  0.006  0.991  |  0.006  0.990  |  3 hr 40 min 
0.0100   46.4   412.4  |  0.075  0.948  (0.790) |  0.006  0.991  |  0.005  0.993  |  3 hr 40 min 
0.0100   46.5   413.3  |  0.069  0.947  (0.779) |  0.005  0.991  |  0.006  0.990  |  3 hr 41 min 
0.0100   46.6   414.2  |  0.077  0.948  (0.791) |  0.005  0.993  |  0.005  0.992  |  3 hr 41 min 
0.0100   46.7   415.1  |  0.065  0.953  (0.793) |  0.007  0.991  |  0.007  0.989  |  3 hr 42 min 
0.0100   46.8   416.0  |  0.069  0.948  (0.796) |  0.007  0.991  |  0.004  0.994  |  3 hr 42 min 
0.0100   46.9   416.9  |  0.068  0.950  (0.785) |  0.010  0.984  |  0.007  0.990  |  3 hr 43 min 
0.0100   47.0   417.8  |  0.070  0.934  (0.761) |  0.009  0.989  |  0.007  0.990  |  3 hr 43 min 
0.0100   47.1   418.7  |  0.067  0.948  (0.779) |  0.006  0.991  |  0.008  0.987  |  3 hr 44 min 
0.0100   47.2   419.6  |  0.068  0.948  (0.788) |  0.006  0.992  |  0.004  0.994  |  3 hr 44 min 
0.0100   47.3   420.4  |  0.085  0.946  (0.780) |  0.007  0.990  |  0.058  0.967  |  3 hr 45 min 
0.0100   47.4   421.3  |  0.071  0.945  (0.780) |  0.007  0.989  |  0.004  0.994  |  3 hr 45 min 
0.0100   47.5   422.2  |  0.067  0.945  (0.783) |  0.006  0.991  |  0.005  0.992  |  3 hr 45 min 
0.0100   47.6   423.1  |  0.072  0.952  (0.795) |  0.007  0.989  |  0.008  0.990  |  3 hr 46 min 
0.0100   47.7   424.0  |  0.063  0.950  (0.808) |  0.006  0.992  |  0.005  0.993  |  3 hr 46 min 
0.0100   47.8   424.9  |  0.059  0.953  (0.783) |  0.004  0.993  |  0.017  0.978  |  3 hr 47 min 
0.0100   47.9   425.8  |  0.066  0.955  (0.800) |  0.005  0.993  |  0.005  0.993  |  3 hr 47 min 
0.0100   48.0   426.7  |  0.065  0.950  (0.783) |  0.006  0.991  |  0.007  0.989  |  3 hr 48 min 
0.0100   48.1   427.6  |  0.076  0.946  (0.787) |  0.005  0.993  |  0.004  0.994  |  3 hr 48 min 
0.0100   48.2   428.4  |  0.084  0.948  (0.793) |  0.005  0.992  |  0.004  0.994  |  3 hr 49 min 
0.0100   48.3   429.3  |  0.074  0.946  (0.777) |  0.006  0.992  |  0.022  0.973  |  3 hr 49 min 
0.0100   48.4   430.2  |  0.062  0.953  (0.809) |  0.006  0.990  |  0.003  0.997  |  3 hr 50 min 
0.0100   48.5   431.1  |  0.074  0.948  (0.777) |  0.005  0.992  |  0.005  0.993  |  3 hr 50 min 
0.0100   48.6   432.0  |  0.066  0.949  (0.793) |  0.006  0.991  |  0.004  0.993  |  3 hr 51 min 
0.0100   48.7   432.9  |  0.080  0.944  (0.776) |  0.009  0.989  |  0.003  0.996  |  3 hr 51 min 
0.0100   48.8   433.8  |  0.059  0.948  (0.789) |  0.009  0.988  |  0.007  0.990  |  3 hr 52 min 
0.0100   48.9   434.7  |  0.059  0.949  (0.799) |  0.005  0.992  |  0.005  0.992  |  3 hr 52 min 
0.0100   49.0   435.6  |  0.065  0.951  (0.793) |  0.005  0.993  |  0.005  0.991  |  3 hr 53 min 
0.0100   49.1   436.4  |  0.071  0.952  (0.795) |  0.004  0.994  |  0.005  0.993  |  3 hr 53 min 
0.0100   49.2   437.3  |  0.060  0.933  (0.734) |  0.015  0.984  |  0.010  0.983  |  3 hr 54 min 
0.0100   49.3   438.2  |  0.066  0.945  (0.776) |  0.003  0.995  |  0.006  0.991  |  3 hr 54 min 
0.0100   49.4   439.1  |  0.064  0.946  (0.793) |  0.005  0.992  |  0.007  0.992  |  3 hr 55 min 
0.0100   49.5   440.0  |  0.049  0.943  (0.774) |  0.010  0.989  |  0.018  0.966  |  3 hr 55 min 
0.0100   49.6   440.9  |  0.052  0.945  (0.788) |  0.005  0.993  |  0.004  0.993  |  3 hr 55 min 
0.0100   49.7   441.8  |  0.068  0.939  (0.771) |  0.005  0.993  |  0.007  0.991  |  3 hr 56 min 
0.0100   49.8   442.7  |  0.054  0.947  (0.775) |  0.006  0.992  |  0.004  0.995  |  3 hr 56 min 
0.0100   49.9   443.6  |  0.054  0.954  (0.801) |  0.005  0.993  |  0.004  0.993  |  3 hr 57 min 
0.0100   50.0   444.4  |  0.061  0.950  (0.798) |  0.005  0.992  |  0.007  0.988  |  3 hr 57 min 
0.0100   50.1   445.3  |  0.068  0.947  (0.802) |  0.005  0.993  |  0.003  0.996  |  3 hr 58 min 
0.0100   50.2   446.2  |  0.059  0.942  (0.781) |  0.007  0.989  |  0.002  0.997  |  3 hr 58 min 
0.0100   50.3   447.1  |  0.055  0.950  (0.791) |  0.006  0.992  |  0.007  0.992  |  3 hr 59 min 
0.0100   50.4   448.0  |  0.069  0.953  (0.792) |  0.005  0.993  |  0.004  0.994  |  3 hr 59 min 
0.0100   50.5   448.9  |  0.063  0.952  (0.788) |  0.005  0.993  |  0.004  0.994  |  4 hr 00 min 
0.0100   50.6   449.8  |  0.071  0.945  (0.766) |  0.005  0.993  |  0.006  0.992  |  4 hr 00 min 
0.0100   50.7   450.7  |  0.069  0.945  (0.767) |  0.005  0.993  |  0.004  0.994  |  4 hr 01 min 
0.0100   50.8   451.6  |  0.066  0.945  (0.764) |  0.006  0.992  |  0.004  0.995  |  4 hr 01 min 
0.0100   50.9   452.4  |  0.079  0.946  (0.786) |  0.005  0.993  |  0.005  0.994  |  4 hr 02 min 
0.0100   51.0   453.3  |  0.080  0.946  (0.773) |  0.005  0.993  |  0.004  0.994  |  4 hr 02 min 
0.0100   51.1   454.2  |  0.076  0.943  (0.775) |  0.007  0.990  |  0.003  0.995  |  4 hr 03 min 
0.0100   51.2   455.1  |  0.056  0.951  (0.804) |  0.010  0.989  |  0.005  0.992  |  4 hr 03 min 
0.0100   51.3   456.0  |  0.068  0.949  (0.797) |  0.005  0.991  |  0.004  0.994  |  4 hr 04 min 
0.0100   51.4   456.9  |  0.071  0.949  (0.787) |  0.006  0.991  |  0.004  0.993  |  4 hr 04 min 
0.0100   51.5   457.8  |  0.079  0.946  (0.788) |  0.005  0.992  |  0.006  0.990  |  4 hr 05 min 
0.0100   51.6   458.7  |  0.081  0.945  (0.780) |  0.005  0.992  |  0.005  0.991  |  4 hr 05 min 
0.0100   51.7   459.6  |  0.053  0.940  (0.767) |  0.015  0.981  |  0.007  0.992  |  4 hr 05 min 
0.0100   51.8   460.4  |  0.072  0.946  (0.794) |  0.005  0.993  |  0.003  0.995  |  4 hr 06 min 
0.0100   51.9   461.3  |  0.069  0.949  (0.785) |  0.006  0.992  |  0.004  0.994  |  4 hr 06 min 
0.0100   52.0   462.2  |  0.073  0.946  (0.784) |  0.004  0.994  |  0.004  0.994  |  4 hr 07 min 
0.0100   52.1   463.1  |  0.077  0.946  (0.794) |  0.005  0.992  |  0.003  0.995  |  4 hr 07 min 
0.0100   52.2   464.0  |  0.072  0.946  (0.774) |  0.005  0.993  |  0.007  0.989  |  4 hr 08 min 
0.0100   52.3   464.9  |  0.069  0.949  (0.801) |  0.005  0.992  |  0.004  0.993  |  4 hr 08 min 
0.0100   52.4   465.8  |  0.072  0.942  (0.755) |  0.009  0.986  |  0.019  0.976  |  4 hr 09 min 
0.0100   52.5   466.7  |  0.079  0.941  (0.788) |  0.009  0.989  |  0.007  0.990  |  4 hr 09 min 
0.0100   52.6   467.6  |  0.076  0.940  (0.780) |  0.008  0.989  |  0.006  0.993  |  4 hr 10 min 
0.0100   52.7   468.4  |  0.076  0.941  (0.773) |  0.006  0.991  |  0.004  0.994  |  4 hr 10 min 
0.0100   52.8   469.3  |  0.075  0.943  (0.765) |  0.005  0.992  |  0.008  0.983  |  4 hr 11 min 
0.0100   52.9   470.2  |  0.077  0.944  (0.798) |  0.005  0.993  |  0.007  0.990  |  4 hr 11 min 
0.0100   53.0   471.1  |  0.076  0.947  (0.791) |  0.005  0.992  |  0.005  0.993  |  4 hr 12 min 
0.0100   53.1   472.0  |  0.101  0.935  (0.773) |  0.005  0.993  |  0.005  0.992  |  4 hr 12 min 
0.0100   53.2   472.9  |  0.064  0.942  (0.761) |  0.011  0.986  |  0.008  0.989  |  4 hr 13 min 
0.0100   53.3   473.8  |  0.072  0.947  (0.803) |  0.005  0.993  |  0.005  0.995  |  4 hr 13 min 
0.0100   53.4   474.7  |  0.089  0.941  (0.800) |  0.005  0.993  |  0.006  0.991  |  4 hr 14 min 
0.0100   53.5   475.6  |  0.079  0.947  (0.797) |  0.004  0.994  |  0.003  0.995  |  4 hr 14 min 
0.0100   53.6   476.4  |  0.076  0.933  (0.718) |  0.015  0.979  |  0.009  0.990  |  4 hr 15 min 
0.0100   53.7   477.3  |  0.075  0.938  (0.766) |  0.010  0.988  |  0.005  0.993  |  4 hr 15 min 
0.0100   53.8   478.2  |  0.066  0.946  (0.784) |  0.007  0.990  |  0.004  0.994  |  4 hr 15 min 
0.0100   53.9   479.1  |  0.065  0.948  (0.791) |  0.009  0.988  |  0.006  0.993  |  4 hr 16 min 
0.0100   54.0   480.0  |  0.068  0.952  (0.800) |  0.006  0.992  |  0.005  0.993  |  4 hr 16 min 
0.0100   54.1   480.9  |  0.066  0.951  (0.792) |  0.007  0.990  |  0.007  0.991  |  4 hr 17 min 
0.0100   54.2   481.8  |  0.091  0.941  (0.779) |  0.004  0.994  |  0.005  0.991  |  4 hr 17 min 
0.0100   54.3   482.7  |  0.084  0.938  (0.744) |  0.006  0.991  |  0.006  0.991  |  4 hr 18 min 
0.0100   54.4   483.6  |  0.077  0.945  (0.785) |  0.006  0.992  |  0.004  0.995  |  4 hr 18 min 
0.0100   54.5   484.4  |  0.076  0.942  (0.781) |  0.008  0.987  |  0.004  0.994  |  4 hr 19 min 
0.0100   54.6   485.3  |  0.074  0.948  (0.791) |  0.006  0.991  |  0.004  0.994  |  4 hr 19 min 
0.0100   54.7   486.2  |  0.073  0.946  (0.788) |  0.005  0.993  |  0.003  0.996  |  4 hr 20 min 
0.0100   54.8   487.1  |  0.068  0.951  (0.781) |  0.010  0.986  |  0.005  0.993  |  4 hr 20 min 
0.0100   54.9   488.0  |  0.061  0.940  (0.762) |  0.003  0.995  |  0.009  0.987  |  4 hr 21 min 
0.0100   55.0   488.9  |  0.079  0.945  (0.788) |  0.005  0.993  |  0.005  0.993  |  4 hr 21 min 
0.0100   55.1   489.8  |  0.082  0.943  (0.785) |  0.006  0.991  |  0.005  0.993  |  4 hr 22 min 
0.0100   55.2   490.7  |  0.085  0.946  (0.787) |  0.007  0.989  |  0.004  0.995  |  4 hr 22 min 
0.0100   55.3   491.6  |  0.076  0.936  (0.732) |  0.006  0.991  |  0.009  0.987  |  4 hr 23 min 
0.0100   55.4   492.4  |  0.078  0.947  (0.796) |  0.006  0.992  |  0.004  0.994  |  4 hr 23 min 
0.0100   55.5   493.3  |  0.078  0.946  (0.778) |  0.004  0.993  |  0.004  0.994  |  4 hr 24 min 
0.0100   55.6   494.2  |  0.093  0.943  (0.787) |  0.004  0.994  |  0.004  0.995  |  4 hr 24 min 
0.0100   55.7   495.1  |  0.121  0.932  (0.762) |  0.005  0.993  |  0.006  0.991  |  4 hr 25 min 
0.0100   55.8   496.0  |  0.067  0.945  (0.767) |  0.005  0.993  |  0.006  0.992  |  4 hr 25 min 
0.0100   55.9   496.9  |  0.067  0.948  (0.793) |  0.005  0.992  |  0.006  0.992  |  4 hr 25 min 
0.0100   56.0   497.8  |  0.106  0.936  (0.767) |  0.005  0.992  |  0.005  0.993  |  4 hr 26 min 
0.0100   56.1   498.7  |  0.066  0.947  (0.777) |  0.009  0.987  |  0.005  0.992  |  4 hr 26 min 
0.0100   56.2   499.6  |  0.081  0.948  (0.789) |  0.005  0.993  |  0.006  0.989  |  4 hr 27 min 
0.0100   56.3   500.4  |  0.077  0.947  (0.785) |  0.006  0.991  |  0.003  0.995  |  4 hr 27 min 
0.0100   56.4   501.3  |  0.088  0.946  (0.787) |  0.005  0.992  |  0.009  0.985  |  4 hr 28 min 
0.0100   56.5   502.2  |  0.084  0.948  (0.793) |  0.004  0.993  |  0.005  0.993  |  4 hr 28 min 
0.0100   56.6   503.1  |  0.089  0.939  (0.761) |  0.005  0.992  |  0.005  0.993  |  4 hr 29 min 
0.0100   56.7   504.0  |  0.072  0.946  (0.788) |  0.006  0.992  |  0.008  0.989  |  4 hr 29 min 
0.0100   56.8   504.9  |  0.076  0.944  (0.783) |  0.005  0.993  |  0.004  0.994  |  4 hr 30 min 
0.0100   56.9   505.8  |  0.073  0.948  (0.794) |  0.005  0.992  |  0.005  0.992  |  4 hr 30 min 
0.0100   57.0   506.7  |  0.070  0.940  (0.773) |  0.004  0.994  |  0.006  0.991  |  4 hr 31 min 
0.0100   57.1   507.6  |  0.077  0.946  (0.799) |  0.004  0.994  |  0.003  0.996  |  4 hr 31 min 
0.0100   57.2   508.4  |  0.073  0.940  (0.779) |  0.008  0.988  |  0.004  0.995  |  4 hr 32 min 
0.0100   57.3   509.3  |  0.067  0.945  (0.791) |  0.005  0.992  |  0.006  0.990  |  4 hr 32 min 
0.0100   57.4   510.2  |  0.066  0.942  (0.784) |  0.005  0.993  |  0.004  0.995  |  4 hr 33 min 
0.0100   57.5   511.1  |  0.067  0.944  (0.779) |  0.008  0.990  |  0.003  0.996  |  4 hr 33 min 
0.0100   57.6   512.0  |  0.070  0.945  (0.791) |  0.005  0.993  |  0.005  0.994  |  4 hr 34 min 
0.0100   57.7   512.9  |  0.061  0.951  (0.794) |  0.004  0.994  |  0.006  0.991  |  4 hr 34 min 
0.0100   57.8   513.8  |  0.068  0.945  (0.777) |  0.004  0.994  |  0.007  0.990  |  4 hr 35 min 
0.0100   57.9   514.7  |  0.081  0.945  (0.796) |  0.004  0.994  |  0.005  0.993  |  4 hr 35 min 
0.0100   58.0   515.6  |  0.088  0.933  (0.780) |  0.005  0.992  |  0.004  0.995  |  4 hr 35 min 
0.0100   58.1   516.4  |  0.085  0.937  (0.784) |  0.008  0.989  |  0.010  0.983  |  4 hr 36 min 
0.0100   58.2   517.3  |  0.079  0.940  (0.752) |  0.012  0.988  |  0.007  0.990  |  4 hr 36 min 
0.0100   58.3   518.2  |  0.077  0.945  (0.791) |  0.005  0.993  |  0.006  0.993  |  4 hr 37 min 
0.0100   58.4   519.1  |  0.082  0.939  (0.774) |  0.005  0.992  |  0.008  0.989  |  4 hr 37 min 
0.0100   58.5   520.0  |  0.089  0.939  (0.779) |  0.005  0.993  |  0.003  0.994  |  4 hr 38 min 
0.0100   58.6   520.9  |  0.073  0.942  (0.777) |  0.012  0.985  |  0.007  0.988  |  4 hr 38 min 
0.0100   58.7   521.8  |  0.070  0.943  (0.799) |  0.007  0.991  |  0.005  0.992  |  4 hr 39 min 
0.0100   58.8   522.7  |  0.079  0.942  (0.786) |  0.004  0.993  |  0.004  0.994  |  4 hr 39 min 
0.0100   58.9   523.6  |  0.068  0.940  (0.781) |  0.006  0.991  |  0.004  0.994  |  4 hr 40 min 
0.0100   59.0   524.4  |  0.073  0.947  (0.789) |  0.005  0.993  |  0.003  0.996  |  4 hr 40 min 
0.0100   59.1   525.3  |  0.095  0.938  (0.781) |  0.006  0.992  |  0.005  0.993  |  4 hr 41 min 
0.0100   59.2   526.2  |  0.078  0.940  (0.775) |  0.005  0.992  |  0.006  0.991  |  4 hr 41 min 
0.0100   59.3   527.1  |  0.087  0.938  (0.781) |  0.007  0.990  |  0.005  0.992  |  4 hr 42 min 
0.0100   59.4   528.0  |  0.081  0.939  (0.771) |  0.011  0.986  |  0.005  0.992  |  4 hr 42 min 
0.0100   59.5   528.9  |  0.082  0.944  (0.787) |  0.007  0.989  |  0.004  0.994  |  4 hr 43 min 
0.0100   59.6   529.8  |  0.084  0.942  (0.766) |  0.005  0.993  |  0.008  0.989  |  4 hr 43 min 
0.0100   59.7   530.7  |  0.074  0.944  (0.794) |  0.007  0.991  |  0.006  0.991  |  4 hr 44 min 
0.0100   59.8   531.6  |  0.081  0.944  (0.790) |  0.005  0.993  |  0.003  0.995  |  4 hr 44 min 
0.0100   59.9   532.4  |  0.098  0.935  (0.760) |  0.007  0.991  |  0.025  0.958  |  4 hr 44 min 
0.0100   60.0   533.3  |  0.092  0.934  (0.751) |  0.014  0.982  |  0.006  0.994  |  4 hr 45 min 
0.0100   60.1   534.2  |  0.078  0.940  (0.781) |  0.008  0.989  |  0.004  0.991  |  4 hr 45 min 
0.0100   60.2   535.1  |  0.084  0.933  (0.755) |  0.007  0.989  |  0.008  0.991  |  4 hr 46 min 
0.0100   60.3   536.0  |  0.075  0.943  (0.789) |  0.006  0.992  |  0.035  0.962  |  4 hr 46 min 
0.0100   60.4   536.9  |  0.087  0.942  (0.771) |  0.006  0.991  |  0.004  0.993  |  4 hr 47 min 
0.0100   60.5   537.8  |  0.077  0.936  (0.775) |  0.006  0.991  |  0.004  0.994  |  4 hr 47 min 
0.0100   60.6   538.7  |  0.072  0.946  (0.789) |  0.005  0.992  |  0.030  0.964  |  4 hr 48 min 
0.0100   60.7   539.6  |  0.078  0.943  (0.789) |  0.006  0.992  |  0.007  0.991  |  4 hr 48 min 
0.0100   60.8   540.4  |  0.078  0.943  (0.783) |  0.006  0.991  |  0.006  0.991  |  4 hr 49 min 
0.0100   60.9   541.3  |  0.086  0.940  (0.756) |  0.005  0.993  |  0.005  0.993  |  4 hr 49 min 
0.0100   61.0   542.2  |  0.092  0.937  (0.785) |  0.008  0.989  |  0.005  0.994  |  4 hr 50 min 
0.0100   61.1   543.1  |  0.092  0.944  (0.788) |  0.004  0.994  |  0.003  0.997  |  4 hr 50 min 
0.0100   61.2   544.0  |  0.084  0.945  (0.770) |  0.006  0.991  |  0.005  0.993  |  4 hr 51 min 
0.0100   61.3   544.9  |  0.081  0.940  (0.764) |  0.006  0.992  |  0.004  0.995  |  4 hr 51 min 
0.0100   61.4   545.8  |  0.084  0.941  (0.774) |  0.005  0.993  |  0.003  0.995  |  4 hr 52 min 
0.0100   61.5   546.7  |  0.078  0.948  (0.771) |  0.004  0.994  |  0.004  0.994  |  4 hr 52 min 
0.0100   61.6   547.6  |  0.059  0.949  (0.789) |  0.006  0.991  |  0.006  0.991  |  4 hr 53 min 
0.0100   61.7   548.4  |  0.071  0.939  (0.763) |  0.006  0.990  |  0.007  0.991  |  4 hr 53 min 
0.0100   61.8   549.3  |  0.069  0.933  (0.763) |  0.008  0.988  |  0.010  0.988  |  4 hr 54 min 
0.0100   61.9   550.2  |  0.085  0.932  (0.764) |  0.008  0.989  |  0.005  0.992  |  4 hr 54 min 
0.0100   62.0   551.1  |  0.091  0.939  (0.770) |  0.005  0.993  |  0.005  0.993  |  4 hr 54 min 
0.0100   62.1   552.0  |  0.068  0.926  (0.724) |  0.013  0.982  |  0.007  0.992  |  4 hr 55 min 
0.0100   62.2   552.9  |  0.060  0.944  (0.775) |  0.008  0.988  |  0.005  0.992  |  4 hr 55 min 
0.0100   62.3   553.8  |  0.056  0.940  (0.764) |  0.013  0.985  |  0.007  0.990  |  4 hr 56 min 
0.0100   62.4   554.7  |  0.087  0.937  (0.731) |  0.005  0.992  |  0.008  0.988  |  4 hr 56 min 
0.0100   62.5   555.6  |  0.067  0.939  (0.787) |  0.006  0.991  |  0.003  0.996  |  4 hr 57 min 
0.0100   62.6   556.4  |  0.082  0.940  (0.775) |  0.005  0.993  |  0.005  0.993  |  4 hr 57 min 
