
--- [START 2018-08-24_02-09-29] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
	pretrain_file = /root/share/project/kaggle/tgs/results/unet-5-scale/fold3/initial/00100000_model.pth

--- [START 2018-08-24_02-09-57] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold1-ex

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train1_3600
valid_dataset.split = list_valid1_400

** net setting **
<class 'model.SaltNet'>

** start training here! **
 rate    iter   epoch   | valid_loss               | train_loss               | batch_loss               |  time          
0.0100   18.1   160.9  |  0.057  0.942  (0.775) |  0.010  0.986  |  0.008  0.990  |  1 hr 26 min 
0.0100   18.2   161.8  |  0.066  0.946  (0.799) |  0.009  0.987  |  0.007  0.989  |  1 hr 26 min 
0.0100   18.3   162.7  |  0.056  0.945  (0.792) |  0.009  0.987  |  0.007  0.991  |  1 hr 27 min 
0.0100   18.4   163.6  |  0.059  0.944  (0.780) |  0.007  0.990  |  0.008  0.989  |  1 hr 27 min 
0.0100   18.5   164.4  |  0.051  0.947  (0.789) |  0.008  0.991  |  0.015  0.962  |  1 hr 28 min 
0.0100   18.6   165.3  |  0.051  0.946  (0.772) |  0.008  0.988  |  0.020  0.961  |  1 hr 28 min 
0.0100   18.7   166.2  |  0.058  0.942  (0.787) |  0.010  0.986  |  0.009  0.990  |  1 hr 29 min 
0.0100   18.8   167.1  |  0.050  0.946  (0.768) |  0.011  0.984  |  0.008  0.993  |  1 hr 29 min 
0.0100   18.9   168.0  |  0.058  0.945  (0.771) |  0.009  0.987  |  0.007  0.991  |  1 hr 29 min 
0.0100   19.0   168.9  |  0.078  0.943  (0.782) |  0.011  0.985  |  0.009  0.985  |  1 hr 30 min 
0.0100   19.1   169.8  |  0.054  0.944  (0.779) |  0.009  0.988  |  0.016  0.976  |  1 hr 30 min 
0.0100   19.2   170.7  |  0.056  0.943  (0.784) |  0.008  0.989  |  0.008  0.990  |  1 hr 31 min 
0.0100   19.3   171.6  |  0.054  0.947  (0.772) |  0.010  0.987  |  0.006  0.992  |  1 hr 31 min 
0.0100   19.4   172.4  |  0.061  0.937  (0.764) |  0.017  0.983  |  0.006  0.992  |  1 hr 32 min 
0.0100   19.5   173.3  |  0.066  0.941  (0.786) |  0.007  0.990  |  0.010  0.987  |  1 hr 32 min 
0.0100   19.6   174.2  |  0.053  0.943  (0.781) |  0.008  0.989  |  0.011  0.984  |  1 hr 33 min 
0.0100   19.7   175.1  |  0.055  0.945  (0.788) |  0.011  0.987  |  0.010  0.985  |  1 hr 33 min 
0.0100   19.8   176.0  |  0.049  0.951  (0.786) |  0.010  0.987  |  0.009  0.987  |  1 hr 34 min 
0.0100   19.9   176.9  |  0.068  0.941  (0.775) |  0.009  0.987  |  0.010  0.987  |  1 hr 34 min 
0.0100   20.0   177.8  |  0.063  0.944  (0.786) |  0.008  0.990  |  0.017  0.975  |  1 hr 35 min 
0.0100   20.1   178.7  |  0.075  0.942  (0.800) |  0.007  0.989  |  0.012  0.982  |  1 hr 35 min 
0.0100   20.2   179.6  |  0.074  0.940  (0.783) |  0.009  0.987  |  0.008  0.989  |  1 hr 36 min 
0.0100   20.3   180.4  |  0.053  0.943  (0.768) |  0.016  0.982  |  0.010  0.988  |  1 hr 36 min 
0.0100   20.4   181.3  |  0.059  0.945  (0.762) |  0.009  0.988  |  0.009  0.988  |  1 hr 37 min 
0.0100   20.5   182.2  |  0.062  0.947  (0.792) |  0.007  0.989  |  0.008  0.989  |  1 hr 37 min 
0.0100   20.6   183.1  |  0.058  0.952  (0.787) |  0.009  0.986  |  0.011  0.984  |  1 hr 38 min 
0.0100   20.7   184.0  |  0.057  0.950  (0.799) |  0.008  0.988  |  0.005  0.994  |  1 hr 38 min 
0.0100   20.8   184.9  |  0.058  0.953  (0.803) |  0.008  0.989  |  0.007  0.990  |  1 hr 39 min 
0.0100   20.9   185.8  |  0.058  0.947  (0.782) |  0.008  0.989  |  0.011  0.982  |  1 hr 39 min 
0.0100   21.0   186.7  |  0.063  0.939  (0.772) |  0.011  0.984  |  0.011  0.983  |  1 hr 39 min 
0.0100   21.1   187.6  |  0.054  0.947  (0.785) |  0.010  0.986  |  0.010  0.986  |  1 hr 40 min 
0.0100   21.2   188.4  |  0.066  0.946  (0.789) |  0.007  0.990  |  0.006  0.992  |  1 hr 40 min 
0.0100   21.3   189.3  |  0.054  0.942  (0.756) |  0.004  0.995  |  0.010  0.989  |  1 hr 41 min 
0.0100   21.4   190.2  |  0.062  0.944  (0.768) |  0.008  0.988  |  0.024  0.973  |  1 hr 41 min 
0.0100   21.5   191.1  |  0.061  0.948  (0.787) |  0.009  0.987  |  0.009  0.984  |  1 hr 42 min 
0.0100   21.6   192.0  |  0.065  0.947  (0.778) |  0.008  0.990  |  0.015  0.978  |  1 hr 42 min 
0.0100   21.7   192.9  |  0.059  0.947  (0.784) |  0.008  0.988  |  0.008  0.989  |  1 hr 43 min 
0.0100   21.8   193.8  |  0.062  0.947  (0.766) |  0.007  0.989  |  0.008  0.988  |  1 hr 43 min 
0.0100   21.9   194.7  |  0.058  0.952  (0.790) |  0.010  0.988  |  0.012  0.981  |  1 hr 44 min 
0.0100   22.0   195.6  |  0.067  0.939  (0.767) |  0.007  0.989  |  0.007  0.988  |  1 hr 44 min 
0.0100   22.1   196.4  |  0.071  0.941  (0.768) |  0.007  0.990  |  0.008  0.988  |  1 hr 45 min 
0.0100   22.2   197.3  |  0.056  0.945  (0.768) |  0.010  0.985  |  0.006  0.992  |  1 hr 45 min 
0.0100   22.3   198.2  |  0.057  0.945  (0.792) |  0.008  0.989  |  0.006  0.991  |  1 hr 46 min 
0.0100   22.4   199.1  |  0.044  0.949  (0.798) |  0.009  0.988  |  0.006  0.991  |  1 hr 46 min 
0.0100   22.5   200.0  |  0.059  0.951  (0.803) |  0.008  0.988  |  0.006  0.990  |  1 hr 47 min 
0.0100   22.6   200.9  |  0.059  0.950  (0.788) |  0.010  0.986  |  0.009  0.987  |  1 hr 47 min 
0.0100   22.7   201.8  |  0.051  0.951  (0.779) |  0.007  0.990  |  0.011  0.981  |  1 hr 48 min 
0.0100   22.8   202.7  |  0.068  0.947  (0.788) |  0.008  0.988  |  0.007  0.990  |  1 hr 48 min 
0.0100   22.9   203.6  |  0.064  0.949  (0.804) |  0.006  0.992  |  0.007  0.991  |  1 hr 48 min 
0.0100   23.0   204.4  |  0.066  0.945  (0.766) |  0.009  0.988  |  0.016  0.971  |  1 hr 49 min 
0.0100   23.1   205.3  |  0.045  0.950  (0.789) |  0.012  0.983  |  0.009  0.989  |  1 hr 49 min 
0.0100   23.2   206.2  |  0.056  0.946  (0.778) |  0.008  0.989  |  0.006  0.994  |  1 hr 50 min 
0.0100   23.3   207.1  |  0.054  0.946  (0.790) |  0.007  0.990  |  0.008  0.990  |  1 hr 50 min 
0.0100   23.4   208.0  |  0.058  0.948  (0.794) |  0.009  0.987  |  0.008  0.987  |  1 hr 51 min 
0.0100   23.5   208.9  |  0.061  0.945  (0.755) |  0.011  0.984  |  0.007  0.992  |  1 hr 51 min 
0.0100   23.6   209.8  |  0.060  0.945  (0.791) |  0.010  0.985  |  0.014  0.980  |  1 hr 52 min 
0.0100   23.7   210.7  |  0.068  0.950  (0.787) |  0.006  0.992  |  0.005  0.993  |  1 hr 52 min 
0.0100   23.8   211.6  |  0.063  0.945  (0.774) |  0.007  0.991  |  0.007  0.992  |  1 hr 53 min 
0.0100   23.9   212.4  |  0.068  0.946  (0.776) |  0.007  0.991  |  0.003  0.996  |  1 hr 53 min 
0.0100   24.0   213.3  |  0.073  0.949  (0.796) |  0.006  0.992  |  0.007  0.991  |  1 hr 54 min 
0.0100   24.1   214.2  |  0.068  0.944  (0.775) |  0.013  0.974  |  0.005  0.993  |  1 hr 54 min 
0.0100   24.2   215.1  |  0.070  0.945  (0.782) |  0.015  0.977  |  0.010  0.984  |  1 hr 55 min 
0.0100   24.3   216.0  |  0.069  0.934  (0.743) |  0.013  0.981  |  0.011  0.986  |  1 hr 55 min 
0.0100   24.4   216.9  |  0.061  0.949  (0.798) |  0.010  0.986  |  0.006  0.991  |  1 hr 56 min 
0.0100   24.5   217.8  |  0.057  0.944  (0.777) |  0.013  0.984  |  0.006  0.992  |  1 hr 56 min 
0.0100   24.6   218.7  |  0.062  0.945  (0.772) |  0.010  0.987  |  0.013  0.981  |  1 hr 57 min 
0.0100   24.7   219.6  |  0.068  0.946  (0.788) |  0.007  0.988  |  0.007  0.991  |  1 hr 57 min 
0.0100   24.8   220.4  |  0.077  0.946  (0.779) |  0.006  0.992  |  0.007  0.991  |  1 hr 58 min 
0.0100   24.9   221.3  |  0.060  0.945  (0.755) |  0.017  0.982  |  0.009  0.985  |  1 hr 58 min 
0.0100   25.0   222.2  |  0.073  0.942  (0.766) |  0.011  0.986  |  0.007  0.990  |  1 hr 58 min 
0.0100   25.1   223.1  |  0.074  0.945  (0.795) |  0.008  0.988  |  0.004  0.994  |  1 hr 59 min 
0.0100   25.2   224.0  |  0.072  0.947  (0.789) |  0.007  0.991  |  0.008  0.990  |  1 hr 59 min 
0.0100   25.3   224.9  |  0.068  0.947  (0.783) |  0.007  0.990  |  0.006  0.991  |  2 hr 00 min 
0.0100   25.4   225.8  |  0.084  0.938  (0.765) |  0.009  0.987  |  0.008  0.989  |  2 hr 00 min 
0.0100   25.5   226.7  |  0.065  0.946  (0.774) |  0.011  0.985  |  0.009  0.986  |  2 hr 01 min 
0.0100   25.6   227.6  |  0.076  0.943  (0.783) |  0.009  0.987  |  0.007  0.990  |  2 hr 01 min 
0.0100   25.7   228.4  |  0.067  0.948  (0.786) |  0.009  0.987  |  0.013  0.983  |  2 hr 02 min 
0.0100   25.8   229.3  |  0.075  0.947  (0.793) |  0.008  0.989  |  0.007  0.988  |  2 hr 02 min 
0.0100   25.9   230.2  |  0.075  0.948  (0.794) |  0.006  0.991  |  0.008  0.987  |  2 hr 03 min 
0.0100   26.0   231.1  |  0.067  0.948  (0.791) |  0.008  0.989  |  0.006  0.992  |  2 hr 03 min 
0.0100   26.1   232.0  |  0.068  0.941  (0.767) |  0.009  0.989  |  0.009  0.987  |  2 hr 04 min 
0.0100   26.2   232.9  |  0.066  0.947  (0.797) |  0.007  0.989  |  0.005  0.993  |  2 hr 04 min 
0.0100   26.3   233.8  |  0.073  0.951  (0.785) |  0.008  0.988  |  0.005  0.992  |  2 hr 05 min 
0.0100   26.4   234.7  |  0.078  0.944  (0.781) |  0.008  0.988  |  0.012  0.987  |  2 hr 05 min 
0.0100   26.5   235.6  |  0.074  0.949  (0.757) |  0.006  0.991  |  0.010  0.986  |  2 hr 06 min 
0.0100   26.6   236.4  |  0.060  0.942  (0.771) |  0.013  0.985  |  0.007  0.991  |  2 hr 06 min 
0.0100   26.7   237.3  |  0.062  0.946  (0.773) |  0.007  0.990  |  0.013  0.982  |  2 hr 07 min 
0.0100   26.8   238.2  |  0.063  0.947  (0.798) |  0.008  0.987  |  0.044  0.973  |  2 hr 07 min 
0.0100   26.9   239.1  |  0.056  0.949  (0.786) |  0.017  0.977  |  0.004  0.995  |  2 hr 08 min 
0.0100   27.0   240.0  |  0.068  0.946  (0.793) |  0.007  0.990  |  0.012  0.977  |  2 hr 08 min 
0.0100   27.1   240.9  |  0.061  0.947  (0.793) |  0.008  0.988  |  0.009  0.989  |  2 hr 08 min 
0.0100   27.2   241.8  |  0.062  0.938  (0.730) |  0.012  0.984  |  0.006  0.995  |  2 hr 09 min 
0.0100   27.3   242.7  |  0.062  0.946  (0.787) |  0.008  0.989  |  0.007  0.990  |  2 hr 09 min 
0.0100   27.4   243.6  |  0.065  0.951  (0.790) |  0.007  0.989  |  0.007  0.991  |  2 hr 10 min 
0.0100   27.5   244.4  |  0.058  0.939  (0.775) |  0.008  0.988  |  0.009  0.987  |  2 hr 10 min 
0.0100   27.6   245.3  |  0.057  0.952  (0.782) |  0.009  0.986  |  0.012  0.982  |  2 hr 11 min 
0.0100   27.7   246.2  |  0.067  0.947  (0.791) |  0.007  0.989  |  0.006  0.991  |  2 hr 11 min 
0.0100   27.8   247.1  |  0.061  0.949  (0.786) |  0.007  0.990  |  0.008  0.990  |  2 hr 12 min 
0.0100   27.9   248.0  |  0.060  0.947  (0.772) |  0.008  0.989  |  0.024  0.960  |  2 hr 12 min 
0.0100   28.0   248.9  |  0.061  0.948  (0.791) |  0.007  0.990  |  0.043  0.961  |  2 hr 13 min 
0.0100   28.1   249.8  |  0.073  0.941  (0.781) |  0.008  0.987  |  0.005  0.993  |  2 hr 13 min 
0.0100   28.2   250.7  |  0.066  0.949  (0.790) |  0.007  0.990  |  0.006  0.989  |  2 hr 14 min 
0.0100   28.3   251.6  |  0.063  0.947  (0.796) |  0.007  0.990  |  0.005  0.994  |  2 hr 14 min 
0.0100   28.4   252.4  |  0.058  0.952  (0.794) |  0.008  0.989  |  0.006  0.993  |  2 hr 15 min 
0.0100   28.5   253.3  |  0.069  0.947  (0.803) |  0.007  0.991  |  0.007  0.984  |  2 hr 15 min 
0.0100   28.6   254.2  |  0.071  0.947  (0.794) |  0.006  0.992  |  0.004  0.996  |  2 hr 16 min 
0.0100   28.7   255.1  |  0.066  0.947  (0.790) |  0.012  0.981  |  0.004  0.994  |  2 hr 16 min 
0.0100   28.8   256.0  |  0.074  0.940  (0.772) |  0.012  0.984  |  0.008  0.991  |  2 hr 17 min 
0.0100   28.9   256.9  |  0.063  0.946  (0.791) |  0.008  0.987  |  0.006  0.992  |  2 hr 17 min 
0.0100   29.0   257.8  |  0.061  0.948  (0.794) |  0.008  0.989  |  0.010  0.985  |  2 hr 17 min 
0.0100   29.1   258.7  |  0.070  0.946  (0.786) |  0.007  0.990  |  0.004  0.994  |  2 hr 18 min 
0.0100   29.2   259.6  |  0.057  0.945  (0.773) |  0.008  0.990  |  0.011  0.988  |  2 hr 18 min 
0.0100   29.3   260.4  |  0.063  0.948  (0.793) |  0.007  0.991  |  0.005  0.991  |  2 hr 19 min 
0.0100   29.4   261.3  |  0.070  0.943  (0.774) |  0.006  0.990  |  0.007  0.990  |  2 hr 19 min 
0.0100   29.5   262.2  |  0.061  0.940  (0.750) |  0.007  0.990  |  0.010  0.984  |  2 hr 20 min 
0.0100   29.6   263.1  |  0.065  0.945  (0.781) |  0.006  0.992  |  0.011  0.984  |  2 hr 20 min 
0.0100   29.7   264.0  |  0.071  0.945  (0.790) |  0.007  0.992  |  0.006  0.991  |  2 hr 21 min 
0.0100   29.8   264.9  |  0.049  0.945  (0.780) |  0.009  0.987  |  0.006  0.989  |  2 hr 21 min 
0.0100   29.9   265.8  |  0.050  0.943  (0.763) |  0.008  0.988  |  0.007  0.992  |  2 hr 22 min 
0.0100   30.0   266.7  |  0.057  0.949  (0.769) |  0.008  0.990  |  0.009  0.988  |  2 hr 22 min 
0.0100   30.1   267.6  |  0.059  0.947  (0.771) |  0.007  0.990  |  0.004  0.993  |  2 hr 23 min 
0.0100   30.2   268.4  |  0.063  0.946  (0.789) |  0.008  0.989  |  0.004  0.994  |  2 hr 23 min 
0.0100   30.3   269.3  |  0.061  0.950  (0.789) |  0.005  0.993  |  0.003  0.996  |  2 hr 24 min 
0.0100   30.4   270.2  |  0.062  0.950  (0.795) |  0.009  0.990  |  0.007  0.989  |  2 hr 24 min 
0.0100   30.5   271.1  |  0.059  0.948  (0.786) |  0.011  0.988  |  0.011  0.986  |  2 hr 25 min 
0.0100   30.6   272.0  |  0.054  0.949  (0.797) |  0.012  0.983  |  0.006  0.992  |  2 hr 25 min 
0.0100   30.7   272.9  |  0.056  0.950  (0.778) |  0.006  0.991  |  0.008  0.989  |  2 hr 26 min 
0.0100   30.8   273.8  |  0.064  0.952  (0.794) |  0.006  0.992  |  0.009  0.986  |  2 hr 26 min 
0.0100   30.9   274.7  |  0.060  0.941  (0.781) |  0.006  0.992  |  0.014  0.975  |  2 hr 27 min 
0.0100   31.0   275.6  |  0.073  0.946  (0.784) |  0.008  0.989  |  0.005  0.992  |  2 hr 27 min 
0.0100   31.1   276.4  |  0.076  0.948  (0.790) |  0.007  0.990  |  0.009  0.985  |  2 hr 27 min 
0.0100   31.2   277.3  |  0.067  0.947  (0.795) |  0.007  0.989  |  0.005  0.993  |  2 hr 28 min 
0.0100   31.3   278.2  |  0.068  0.939  (0.768) |  0.006  0.991  |  0.006  0.991  |  2 hr 28 min 
0.0100   31.4   279.1  |  0.067  0.951  (0.791) |  0.006  0.992  |  0.004  0.994  |  2 hr 29 min 
0.0100   31.5   280.0  |  0.070  0.943  (0.790) |  0.009  0.989  |  0.011  0.985  |  2 hr 29 min 
0.0100   31.6   280.9  |  0.062  0.947  (0.766) |  0.008  0.988  |  0.007  0.991  |  2 hr 30 min 
0.0100   31.7   281.8  |  0.058  0.948  (0.780) |  0.008  0.990  |  0.006  0.992  |  2 hr 30 min 
0.0100   31.8   282.7  |  0.070  0.947  (0.780) |  0.007  0.991  |  0.007  0.992  |  2 hr 31 min 
0.0100   31.9   283.6  |  0.075  0.943  (0.776) |  0.007  0.991  |  0.005  0.994  |  2 hr 31 min 
0.0100   32.0   284.4  |  0.088  0.931  (0.743) |  0.015  0.976  |  0.008  0.987  |  2 hr 32 min 
0.0100   32.1   285.3  |  0.063  0.945  (0.785) |  0.008  0.989  |  0.005  0.993  |  2 hr 32 min 
0.0100   32.2   286.2  |  0.068  0.943  (0.760) |  0.011  0.984  |  0.005  0.991  |  2 hr 33 min 
0.0100   32.3   287.1  |  0.077  0.948  (0.792) |  0.006  0.991  |  0.008  0.986  |  2 hr 33 min 
0.0100   32.4   288.0  |  0.065  0.951  (0.800) |  0.006  0.992  |  0.006  0.989  |  2 hr 34 min 
0.0100   32.5   288.9  |  0.073  0.942  (0.765) |  0.005  0.993  |  0.004  0.994  |  2 hr 34 min 
0.0100   32.6   289.8  |  0.069  0.940  (0.775) |  0.010  0.987  |  0.011  0.987  |  2 hr 35 min 
0.0100   32.7   290.7  |  0.071  0.947  (0.786) |  0.008  0.988  |  0.006  0.993  |  2 hr 35 min 
0.0100   32.8   291.6  |  0.067  0.945  (0.791) |  0.009  0.987  |  0.008  0.991  |  2 hr 36 min 
0.0100   32.9   292.4  |  0.072  0.943  (0.784) |  0.006  0.990  |  0.007  0.991  |  2 hr 36 min 
0.0100   33.0   293.3  |  0.083  0.936  (0.783) |  0.007  0.989  |  0.015  0.971  |  2 hr 36 min 
0.0100   33.1   294.2  |  0.076  0.944  (0.785) |  0.007  0.989  |  0.007  0.990  |  2 hr 37 min 
0.0100   33.2   295.1  |  0.062  0.945  (0.783) |  0.012  0.983  |  0.006  0.993  |  2 hr 37 min 
0.0100   33.3   296.0  |  0.084  0.943  (0.781) |  0.007  0.991  |  0.005  0.992  |  2 hr 38 min 
0.0100   33.4   296.9  |  0.069  0.949  (0.782) |  0.005  0.993  |  0.005  0.993  |  2 hr 38 min 
0.0100   33.5   297.8  |  0.079  0.943  (0.769) |  0.007  0.991  |  0.005  0.993  |  2 hr 39 min 
0.0100   33.6   298.7  |  0.064  0.953  (0.798) |  0.007  0.988  |  0.005  0.993  |  2 hr 39 min 
0.0100   33.7   299.6  |  0.078  0.948  (0.786) |  0.006  0.991  |  0.004  0.994  |  2 hr 40 min 
0.0100   33.8   300.4  |  0.072  0.947  (0.789) |  0.006  0.991  |  0.005  0.992  |  2 hr 40 min 
0.0100   33.9   301.3  |  0.068  0.940  (0.755) |  0.013  0.983  |  0.011  0.985  |  2 hr 41 min 
0.0100   34.0   302.2  |  0.084  0.948  (0.795) |  0.007  0.990  |  0.016  0.978  |  2 hr 41 min 
0.0100   34.1   303.1  |  0.066  0.948  (0.789) |  0.007  0.989  |  0.008  0.989  |  2 hr 42 min 
0.0100   34.2   304.0  |  0.055  0.939  (0.768) |  0.012  0.984  |  0.009  0.988  |  2 hr 42 min 
0.0100   34.3   304.9  |  0.080  0.946  (0.766) |  0.007  0.989  |  0.010  0.982  |  2 hr 43 min 
0.0100   34.4   305.8  |  0.071  0.938  (0.759) |  0.007  0.990  |  0.009  0.987  |  2 hr 43 min 
0.0100   34.5   306.7  |  0.077  0.941  (0.785) |  0.007  0.990  |  0.005  0.993  |  2 hr 44 min 
0.0100   34.6   307.6  |  0.092  0.937  (0.770) |  0.008  0.989  |  0.005  0.991  |  2 hr 44 min 
0.0100   34.7   308.4  |  0.089  0.941  (0.775) |  0.007  0.990  |  0.006  0.992  |  2 hr 45 min 
0.0100   34.8   309.3  |  0.074  0.935  (0.773) |  0.015  0.981  |  0.007  0.991  |  2 hr 45 min 
0.0100   34.9   310.2  |  0.089  0.938  (0.762) |  0.006  0.991  |  0.009  0.986  |  2 hr 46 min 
0.0100   35.0   311.1  |  0.066  0.943  (0.782) |  0.009  0.987  |  0.008  0.989  |  2 hr 46 min 
0.0100   35.1   312.0  |  0.069  0.943  (0.778) |  0.010  0.985  |  0.016  0.967  |  2 hr 46 min 
0.0100   35.2   312.9  |  0.066  0.947  (0.791) |  0.006  0.991  |  0.004  0.994  |  2 hr 47 min 
0.0100   35.3   313.8  |  0.077  0.943  (0.772) |  0.007  0.989  |  0.006  0.992  |  2 hr 47 min 
0.0100   35.4   314.7  |  0.064  0.951  (0.790) |  0.010  0.985  |  0.007  0.990  |  2 hr 48 min 
0.0100   35.5   315.6  |  0.067  0.945  (0.793) |  0.007  0.989  |  0.005  0.993  |  2 hr 48 min 
0.0100   35.6   316.4  |  0.080  0.945  (0.794) |  0.006  0.991  |  0.005  0.993  |  2 hr 49 min 
0.0100   35.7   317.3  |  0.070  0.947  (0.785) |  0.008  0.988  |  0.005  0.993  |  2 hr 49 min 
0.0100   35.8   318.2  |  0.063  0.952  (0.784) |  0.010  0.986  |  0.007  0.989  |  2 hr 50 min 
0.0100   35.9   319.1  |  0.067  0.944  (0.776) |  0.008  0.990  |  0.007  0.990  |  2 hr 50 min 
0.0100   36.0   320.0  |  0.069  0.950  (0.798) |  0.006  0.992  |  0.006  0.991  |  2 hr 51 min 
0.0100   36.1   320.9  |  0.068  0.950  (0.786) |  0.012  0.983  |  0.005  0.993  |  2 hr 51 min 
0.0100   36.2   321.8  |  0.077  0.945  (0.780) |  0.006  0.991  |  0.003  0.995  |  2 hr 52 min 
0.0100   36.3   322.7  |  0.075  0.942  (0.777) |  0.006  0.991  |  0.008  0.989  |  2 hr 52 min 
0.0100   36.4   323.6  |  0.072  0.949  (0.789) |  0.008  0.987  |  0.006  0.992  |  2 hr 53 min 
0.0100   36.5   324.4  |  0.069  0.949  (0.786) |  0.006  0.991  |  0.007  0.989  |  2 hr 53 min 
0.0100   36.6   325.3  |  0.065  0.948  (0.786) |  0.006  0.991  |  0.004  0.994  |  2 hr 54 min 
0.0100   36.7   326.2  |  0.070  0.949  (0.800) |  0.006  0.991  |  0.005  0.992  |  2 hr 54 min 
0.0100   36.8   327.1  |  0.098  0.943  (0.769) |  0.006  0.991  |  0.004  0.994  |  2 hr 55 min 
0.0100   36.9   328.0  |  0.070  0.952  (0.797) |  0.005  0.993  |  0.006  0.991  |  2 hr 55 min 
0.0100   37.0   328.9  |  0.073  0.947  (0.786) |  0.008  0.988  |  0.006  0.992  |  2 hr 56 min 
0.0100   37.1   329.8  |  0.066  0.946  (0.782) |  0.007  0.988  |  0.005  0.993  |  2 hr 56 min 
0.0100   37.2   330.7  |  0.061  0.946  (0.789) |  0.008  0.990  |  0.010  0.977  |  2 hr 56 min 
0.0100   37.3   331.6  |  0.054  0.947  (0.797) |  0.008  0.990  |  0.004  0.995  |  2 hr 57 min 
0.0100   37.4   332.4  |  0.070  0.949  (0.788) |  0.006  0.991  |  0.005  0.993  |  2 hr 57 min 
0.0100   37.5   333.3  |  0.059  0.948  (0.780) |  0.009  0.986  |  0.005  0.992  |  2 hr 58 min 
0.0100   37.6   334.2  |  0.079  0.950  (0.799) |  0.005  0.992  |  0.007  0.990  |  2 hr 58 min 
0.0100   37.7   335.1  |  0.075  0.940  (0.755) |  0.006  0.990  |  0.004  0.995  |  2 hr 59 min 
0.0100   37.8   336.0  |  0.075  0.941  (0.787) |  0.007  0.990  |  0.006  0.992  |  2 hr 59 min 
0.0100   37.9   336.9  |  0.065  0.952  (0.794) |  0.005  0.993  |  0.006  0.993  |  3 hr 00 min 
0.0100   38.0   337.8  |  0.071  0.947  (0.787) |  0.005  0.993  |  0.003  0.996  |  3 hr 00 min 
0.0100   38.1   338.7  |  0.070  0.951  (0.795) |  0.005  0.991  |  0.005  0.991  |  3 hr 01 min 
0.0100   38.2   339.6  |  0.074  0.946  (0.788) |  0.005  0.992  |  0.005  0.993  |  3 hr 01 min 
0.0100   38.3   340.4  |  0.076  0.946  (0.780) |  0.007  0.989  |  0.006  0.991  |  3 hr 02 min 
0.0100   38.4   341.3  |  0.068  0.946  (0.779) |  0.007  0.989  |  0.004  0.994  |  3 hr 02 min 
0.0100   38.5   342.2  |  0.071  0.942  (0.758) |  0.008  0.991  |  0.012  0.977  |  3 hr 03 min 
0.0100   38.6   343.1  |  0.065  0.952  (0.786) |  0.007  0.990  |  0.004  0.994  |  3 hr 03 min 
0.0100   38.7   344.0  |  0.078  0.952  (0.793) |  0.005  0.992  |  0.003  0.996  |  3 hr 04 min 
0.0100   38.8   344.9  |  0.078  0.952  (0.785) |  0.006  0.991  |  0.006  0.994  |  3 hr 04 min 
0.0100   38.9   345.8  |  0.075  0.956  (0.796) |  0.006  0.992  |  0.005  0.992  |  3 hr 05 min 
0.0100   39.0   346.7  |  0.066  0.951  (0.771) |  0.006  0.991  |  0.004  0.994  |  3 hr 05 min 
0.0100   39.1   347.6  |  0.072  0.952  (0.796) |  0.005  0.993  |  0.004  0.995  |  3 hr 06 min 
0.0100   39.2   348.4  |  0.096  0.952  (0.797) |  0.005  0.993  |  0.004  0.994  |  3 hr 06 min 
0.0100   39.3   349.3  |  0.065  0.954  (0.797) |  0.006  0.991  |  0.005  0.993  |  3 hr 06 min 
0.0100   39.4   350.2  |  0.066  0.955  (0.797) |  0.006  0.991  |  0.006  0.992  |  3 hr 07 min 
0.0100   39.5   351.1  |  0.069  0.948  (0.775) |  0.006  0.991  |  0.009  0.986  |  3 hr 07 min 
0.0100   39.6   352.0  |  0.058  0.947  (0.788) |  0.006  0.991  |  0.006  0.992  |  3 hr 08 min 
0.0100   39.7   352.9  |  0.064  0.942  (0.772) |  0.006  0.991  |  0.010  0.986  |  3 hr 08 min 
0.0100   39.8   353.8  |  0.080  0.950  (0.799) |  0.005  0.993  |  0.004  0.993  |  3 hr 09 min 
0.0100   39.9   354.7  |  0.074  0.949  (0.789) |  0.007  0.990  |  0.004  0.995  |  3 hr 09 min 
0.0100   40.0   355.6  |  0.069  0.949  (0.794) |  0.005  0.992  |  0.003  0.995  |  3 hr 10 min 
0.0100   40.1   356.4  |  0.079  0.946  (0.772) |  0.005  0.992  |  0.006  0.991  |  3 hr 10 min 
0.0100   40.2   357.3  |  0.066  0.950  (0.796) |  0.007  0.991  |  0.003  0.996  |  3 hr 11 min 
0.0100   40.3   358.2  |  0.070  0.950  (0.793) |  0.005  0.992  |  0.004  0.995  |  3 hr 11 min 
