
--- [START 2018-08-23_22-25-07] ----------------------------------------------------------------

	SEED         = 35202
	PROJECT_PATH = /root/share/project/kaggle/tgs/build/dummy-06
	__file__     = /root/share/project/kaggle/tgs/build/dummy-06/unet_5_scale_aug0/train.py
	out_dir      = /root/share/project/kaggle/tgs/results/unet-5-scale-more-aug/fold2

	<additional comments> ...  
	  - 5-scale unet  
	  - more augmentation 

** dataset setting **
batch_size = 32
train_dataset.split = list_train2_3600
valid_dataset.split = list_valid2_400

** net setting **
<class 'model.SaltNet'>

** start training here! **
 rate    iter   epoch   | valid_loss               | train_loss               | batch_loss               |  time          
0.0100   18.3   162.7  |  0.039  0.961  (0.784) |  0.013  0.985  |  0.020  0.976  |  0 hr 08 min 
0.0100   18.4   163.6  |  0.034  0.960  (0.786) |  0.012  0.985  |  0.011  0.985  |  0 hr 09 min 
0.0100   18.5   164.4  |  0.036  0.959  (0.778) |  0.012  0.982  |  0.010  0.985  |  0 hr 09 min 
0.0100   18.6   165.3  |  0.036  0.956  (0.770) |  0.014  0.981  |  0.012  0.982  |  0 hr 10 min 
0.0100   18.7   166.2  |  0.045  0.955  (0.770) |  0.013  0.983  |  0.012  0.982  |  0 hr 10 min 
0.0100   18.8   167.1  |  0.042  0.947  (0.753) |  0.013  0.980  |  0.009  0.988  |  0 hr 10 min 
0.0100   18.9   168.0  |  0.046  0.951  (0.766) |  0.010  0.987  |  0.014  0.981  |  0 hr 11 min 
0.0100   19.0   168.9  |  0.049  0.954  (0.761) |  0.010  0.985  |  0.011  0.986  |  0 hr 11 min 
0.0100   19.1   169.8  |  0.039  0.957  (0.772) |  0.007  0.990  |  0.006  0.993  |  0 hr 12 min 
0.0100   19.2   170.7  |  0.043  0.961  (0.771) |  0.011  0.985  |  0.006  0.991  |  0 hr 12 min 
0.0100   19.3   171.6  |  0.042  0.958  (0.768) |  0.009  0.989  |  0.010  0.986  |  0 hr 13 min 
0.0100   19.4   172.4  |  0.047  0.959  (0.780) |  0.009  0.987  |  0.007  0.991  |  0 hr 13 min 
0.0100   19.5   173.3  |  0.044  0.955  (0.774) |  0.010  0.987  |  0.010  0.986  |  0 hr 14 min 
0.0100   19.6   174.2  |  0.052  0.952  (0.758) |  0.012  0.982  |  0.006  0.993  |  0 hr 14 min 
0.0100   19.7   175.1  |  0.045  0.960  (0.786) |  0.010  0.985  |  0.009  0.990  |  0 hr 15 min 
0.0100   19.8   176.0  |  0.043  0.953  (0.753) |  0.014  0.980  |  0.013  0.981  |  0 hr 15 min 
0.0100   19.9   176.9  |  0.037  0.959  (0.770) |  0.011  0.985  |  0.006  0.991  |  0 hr 16 min 
0.0100   20.0   177.8  |  0.037  0.960  (0.770) |  0.008  0.990  |  0.033  0.965  |  0 hr 16 min 
0.0100   20.1   178.7  |  0.033  0.958  (0.761) |  0.011  0.985  |  0.009  0.989  |  0 hr 17 min 
0.0100   20.2   179.6  |  0.042  0.955  (0.763) |  0.011  0.987  |  0.010  0.988  |  0 hr 17 min 
0.0100   20.3   180.4  |  0.045  0.953  (0.746) |  0.010  0.985  |  0.010  0.985  |  0 hr 18 min 
0.0100   20.4   181.3  |  0.041  0.959  (0.784) |  0.009  0.988  |  0.008  0.991  |  0 hr 18 min 
0.0100   20.5   182.2  |  0.038  0.960  (0.792) |  0.012  0.983  |  0.011  0.981  |  0 hr 19 min 
0.0100   20.6   183.1  |  0.039  0.958  (0.779) |  0.013  0.983  |  0.009  0.984  |  0 hr 19 min 
0.0100   20.7   184.0  |  0.043  0.956  (0.768) |  0.010  0.986  |  0.006  0.992  |  0 hr 20 min 
0.0100   20.8   184.9  |  0.046  0.955  (0.763) |  0.011  0.986  |  0.009  0.986  |  0 hr 20 min 
0.0100   20.9   185.8  |  0.044  0.957  (0.775) |  0.010  0.988  |  0.008  0.991  |  0 hr 21 min 
0.0100   21.0   186.7  |  0.050  0.958  (0.776) |  0.007  0.989  |  0.009  0.986  |  0 hr 21 min 
0.0100   21.1   187.6  |  0.045  0.956  (0.767) |  0.009  0.987  |  0.006  0.993  |  0 hr 22 min 
0.0100   21.2   188.4  |  0.045  0.956  (0.770) |  0.013  0.979  |  0.008  0.990  |  0 hr 22 min 
0.0100   21.3   189.3  |  0.040  0.959  (0.782) |  0.013  0.984  |  0.007  0.990  |  0 hr 23 min 
0.0100   21.4   190.2  |  0.045  0.958  (0.766) |  0.012  0.985  |  0.011  0.983  |  0 hr 23 min 
0.0100   21.5   191.1  |  0.045  0.960  (0.765) |  0.010  0.985  |  0.007  0.990  |  0 hr 24 min 
0.0100   21.6   192.0  |  0.046  0.959  (0.779) |  0.012  0.986  |  0.009  0.988  |  0 hr 24 min 
0.0100   21.7   192.9  |  0.039  0.958  (0.772) |  0.014  0.980  |  0.018  0.972  |  0 hr 25 min 
0.0100   21.8   193.8  |  0.039  0.962  (0.785) |  0.013  0.983  |  0.014  0.980  |  0 hr 25 min 
0.0100   21.9   194.7  |  0.036  0.962  (0.777) |  0.009  0.987  |  0.007  0.990  |  0 hr 25 min 
0.0100   22.0   195.6  |  0.037  0.961  (0.768) |  0.009  0.987  |  0.007  0.992  |  0 hr 26 min 
0.0100   22.1   196.4  |  0.043  0.960  (0.770) |  0.009  0.988  |  0.007  0.989  |  0 hr 26 min 
0.0100   22.2   197.3  |  0.042  0.956  (0.746) |  0.010  0.986  |  0.011  0.986  |  0 hr 27 min 
0.0100   22.3   198.2  |  0.044  0.954  (0.774) |  0.011  0.986  |  0.006  0.991  |  0 hr 27 min 
0.0100   22.4   199.1  |  0.042  0.953  (0.767) |  0.011  0.985  |  0.012  0.981  |  0 hr 28 min 
0.0100   22.5   200.0  |  0.045  0.958  (0.780) |  0.009  0.988  |  0.018  0.980  |  0 hr 28 min 
0.0100   22.6   200.9  |  0.047  0.955  (0.768) |  0.010  0.987  |  0.017  0.977  |  0 hr 29 min 
0.0100   22.7   201.8  |  0.042  0.954  (0.769) |  0.010  0.987  |  0.016  0.979  |  0 hr 29 min 
0.0100   22.8   202.7  |  0.044  0.957  (0.774) |  0.014  0.980  |  0.006  0.992  |  0 hr 30 min 
0.0100   22.9   203.6  |  0.041  0.959  (0.771) |  0.008  0.988  |  0.006  0.993  |  0 hr 30 min 
0.0100   23.0   204.4  |  0.046  0.959  (0.772) |  0.007  0.990  |  0.004  0.994  |  0 hr 31 min 
0.0100   23.1   205.3  |  0.040  0.959  (0.762) |  0.008  0.989  |  0.010  0.983  |  0 hr 31 min 
0.0100   23.2   206.2  |  0.042  0.957  (0.772) |  0.012  0.986  |  0.006  0.993  |  0 hr 32 min 
0.0100   23.3   207.1  |  0.052  0.952  (0.758) |  0.018  0.973  |  0.007  0.991  |  0 hr 32 min 
0.0100   23.4   208.0  |  0.047  0.954  (0.771) |  0.009  0.988  |  0.013  0.986  |  0 hr 33 min 
0.0100   23.5   208.9  |  0.055  0.955  (0.779) |  0.007  0.991  |  0.006  0.990  |  0 hr 33 min 
0.0100   23.6   209.8  |  0.051  0.957  (0.780) |  0.008  0.989  |  0.006  0.992  |  0 hr 34 min 
0.0100   23.7   210.7  |  0.039  0.958  (0.772) |  0.009  0.986  |  0.009  0.989  |  0 hr 34 min 
0.0100   23.8   211.6  |  0.060  0.953  (0.754) |  0.007  0.991  |  0.011  0.988  |  0 hr 35 min 
0.0100   23.9   212.4  |  0.045  0.954  (0.762) |  0.010  0.985  |  0.005  0.996  |  0 hr 35 min 
0.0100   24.0   213.3  |  0.043  0.958  (0.778) |  0.008  0.988  |  0.012  0.987  |  0 hr 36 min 
0.0100   24.1   214.2  |  0.047  0.956  (0.775) |  0.009  0.987  |  0.008  0.989  |  0 hr 36 min 
0.0100   24.2   215.1  |  0.049  0.958  (0.771) |  0.010  0.985  |  0.007  0.990  |  0 hr 37 min 
0.0100   24.3   216.0  |  0.050  0.955  (0.746) |  0.009  0.986  |  0.019  0.969  |  0 hr 37 min 
0.0100   24.4   216.9  |  0.053  0.955  (0.774) |  0.010  0.986  |  0.008  0.989  |  0 hr 38 min 
0.0100   24.5   217.8  |  0.046  0.954  (0.760) |  0.012  0.983  |  0.009  0.986  |  0 hr 38 min 
0.0100   24.6   218.7  |  0.041  0.957  (0.767) |  0.012  0.982  |  0.009  0.988  |  0 hr 39 min 
0.0100   24.7   219.6  |  0.046  0.956  (0.769) |  0.010  0.986  |  0.009  0.988  |  0 hr 39 min 
0.0100   24.8   220.4  |  0.044  0.956  (0.771) |  0.009  0.987  |  0.005  0.992  |  0 hr 40 min 
0.0100   24.9   221.3  |  0.044  0.960  (0.782) |  0.009  0.986  |  0.008  0.989  |  0 hr 40 min 
0.0100   25.0   222.2  |  0.047  0.950  (0.747) |  0.009  0.987  |  0.009  0.989  |  0 hr 41 min 
0.0100   25.1   223.1  |  0.045  0.956  (0.777) |  0.008  0.990  |  0.012  0.981  |  0 hr 41 min 
0.0100   25.2   224.0  |  0.051  0.959  (0.784) |  0.008  0.988  |  0.023  0.953  |  0 hr 42 min 
0.0100   25.3   224.9  |  0.042  0.960  (0.771) |  0.009  0.987  |  0.011  0.980  |  0 hr 42 min 
0.0100   25.4   225.8  |  0.043  0.961  (0.788) |  0.009  0.988  |  0.017  0.968  |  0 hr 43 min 
0.0100   25.5   226.7  |  0.054  0.957  (0.774) |  0.008  0.989  |  0.005  0.992  |  0 hr 43 min 
0.0100   25.6   227.6  |  0.043  0.956  (0.775) |  0.016  0.980  |  0.010  0.988  |  0 hr 44 min 
0.0100   25.7   228.4  |  0.060  0.957  (0.775) |  0.009  0.986  |  0.005  0.994  |  0 hr 44 min 
0.0100   25.8   229.3  |  0.056  0.959  (0.790) |  0.006  0.991  |  0.006  0.991  |  0 hr 45 min 
0.0100   25.9   230.2  |  0.050  0.960  (0.775) |  0.008  0.988  |  0.006  0.991  |  0 hr 45 min 
0.0100   26.0   231.1  |  0.052  0.959  (0.791) |  0.007  0.990  |  0.005  0.993  |  0 hr 46 min 
0.0100   26.1   232.0  |  0.044  0.956  (0.766) |  0.012  0.984  |  0.008  0.989  |  0 hr 46 min 
0.0100   26.2   232.9  |  0.045  0.957  (0.777) |  0.007  0.991  |  0.008  0.987  |  0 hr 47 min 
0.0100   26.3   233.8  |  0.051  0.961  (0.791) |  0.007  0.990  |  0.004  0.994  |  0 hr 47 min 
0.0100   26.4   234.7  |  0.045  0.962  (0.774) |  0.008  0.988  |  0.006  0.990  |  0 hr 48 min 
0.0100   26.5   235.6  |  0.048  0.960  (0.784) |  0.006  0.991  |  0.007  0.988  |  0 hr 48 min 
0.0100   26.6   236.4  |  0.050  0.960  (0.784) |  0.004  0.993  |  0.005  0.992  |  0 hr 49 min 
0.0100   26.7   237.3  |  0.046  0.957  (0.764) |  0.008  0.988  |  0.013  0.977  |  0 hr 49 min 
0.0100   26.8   238.2  |  0.048  0.957  (0.756) |  0.009  0.989  |  0.006  0.992  |  0 hr 50 min 
0.0100   26.9   239.1  |  0.059  0.957  (0.770) |  0.007  0.990  |  0.005  0.992  |  0 hr 50 min 
0.0100   27.0   240.0  |  0.046  0.952  (0.751) |  0.010  0.987  |  0.012  0.982  |  0 hr 51 min 
0.0100   27.1   240.9  |  0.050  0.956  (0.760) |  0.009  0.988  |  0.013  0.978  |  0 hr 51 min 
0.0100   27.2   241.8  |  0.062  0.952  (0.760) |  0.011  0.987  |  0.018  0.981  |  0 hr 52 min 
0.0100   27.3   242.7  |  0.050  0.953  (0.761) |  0.008  0.988  |  0.007  0.991  |  0 hr 52 min 
0.0100   27.4   243.6  |  0.056  0.956  (0.771) |  0.008  0.988  |  0.008  0.989  |  0 hr 53 min 
0.0100   27.5   244.4  |  0.046  0.958  (0.779) |  0.011  0.984  |  0.005  0.991  |  0 hr 53 min 
0.0100   27.6   245.3  |  0.058  0.956  (0.775) |  0.007  0.990  |  0.024  0.977  |  0 hr 54 min 
0.0100   27.7   246.2  |  0.051  0.956  (0.766) |  0.007  0.990  |  0.079  0.952  |  0 hr 54 min 
0.0100   27.8   247.1  |  0.049  0.956  (0.771) |  0.011  0.982  |  0.009  0.988  |  0 hr 55 min 
0.0100   27.9   248.0  |  0.050  0.954  (0.754) |  0.007  0.990  |  0.004  0.994  |  0 hr 55 min 
0.0100   28.0   248.9  |  0.043  0.961  (0.781) |  0.009  0.986  |  0.005  0.993  |  0 hr 56 min 
0.0100   28.1   249.8  |  0.054  0.956  (0.774) |  0.009  0.987  |  0.006  0.991  |  0 hr 56 min 
0.0100   28.2   250.7  |  0.049  0.955  (0.765) |  0.007  0.989  |  0.009  0.986  |  0 hr 57 min 
0.0100   28.3   251.6  |  0.054  0.963  (0.789) |  0.011  0.983  |  0.007  0.992  |  0 hr 57 min 
0.0100   28.4   252.4  |  0.047  0.960  (0.777) |  0.008  0.988  |  0.006  0.990  |  0 hr 58 min 
0.0100   28.5   253.3  |  0.048  0.958  (0.767) |  0.010  0.984  |  0.013  0.981  |  0 hr 58 min 
0.0100   28.6   254.2  |  0.046  0.961  (0.761) |  0.007  0.989  |  0.006  0.989  |  0 hr 59 min 
0.0100   28.7   255.1  |  0.047  0.959  (0.774) |  0.009  0.988  |  0.022  0.970  |  0 hr 59 min 
0.0100   28.8   256.0  |  0.041  0.963  (0.781) |  0.007  0.990  |  0.005  0.993  |  1 hr 00 min 
0.0100   28.9   256.9  |  0.052  0.956  (0.782) |  0.008  0.987  |  0.005  0.994  |  1 hr 00 min 
0.0100   29.0   257.8  |  0.052  0.954  (0.767) |  0.006  0.990  |  0.008  0.991  |  1 hr 01 min 
0.0100   29.1   258.7  |  0.047  0.959  (0.771) |  0.007  0.989  |  0.008  0.987  |  1 hr 01 min 
0.0100   29.2   259.6  |  0.048  0.956  (0.779) |  0.008  0.989  |  0.004  0.995  |  1 hr 02 min 
0.0100   29.3   260.4  |  0.046  0.957  (0.775) |  0.007  0.991  |  0.007  0.992  |  1 hr 02 min 
0.0100   29.4   261.3  |  0.045  0.957  (0.766) |  0.013  0.982  |  0.009  0.987  |  1 hr 03 min 
0.0100   29.5   262.2  |  0.038  0.959  (0.765) |  0.008  0.988  |  0.011  0.985  |  1 hr 03 min 
0.0100   29.6   263.1  |  0.041  0.962  (0.787) |  0.010  0.987  |  0.006  0.992  |  1 hr 04 min 
0.0100   29.7   264.0  |  0.037  0.963  (0.779) |  0.011  0.983  |  0.005  0.993  |  1 hr 04 min 
0.0100   29.8   264.9  |  0.037  0.956  (0.769) |  0.009  0.986  |  0.008  0.989  |  1 hr 05 min 
0.0100   29.9   265.8  |  0.045  0.958  (0.781) |  0.007  0.989  |  0.008  0.988  |  1 hr 05 min 
0.0100   30.0   266.7  |  0.042  0.963  (0.773) |  0.007  0.990  |  0.007  0.990  |  1 hr 06 min 
0.0100   30.1   267.6  |  0.047  0.958  (0.774) |  0.006  0.990  |  0.005  0.993  |  1 hr 06 min 
